school,division,gender,jersey,name,position,class_year,height_in,hometown,major,club_team
TCU,D1,W,14,Hannah Harms,F,So,65.0,"Vienna, Va.",,Fairfax Virginia Union
TCU,D1,W,15,Mackenzie Hilderman,M,Fr,,"San Diego, Calif.",,
TCU,D1,W,16,Gianna Owens,D,So,70.0,"San Leandro, Calif.",,
TCU,D1,W,17,Cameron Patton,D,Jr,61.0,"Austin, Texas",,Lonestar SC GA
TCU,D1,W,18,Emma Yolinsky,M,So,64.0,"Prosper, Texas",,FC Dallas
TCU,D1,W,19,Morgan Brown,M,Jr,70.0,"Wylie, Texas",,FC Dallas ECNL
TCU,D1,W,20,Eres Freifeld,F,So,64.0,"Bend, Ore.",,
TCU,D1,W,21,Makenzie Majors,F,Fr,,"Dallas, Texas",,
TCU,D1,W,22,Giovanna Costanzo,M,Fr,,"Rocklin, Calif.",,
TCU,D1,W,24,Cameron Byrd,D,So,64.0,"Mansfield, Texas",,
TCU,D1,W,27,Camille Banks,M,Fr,,"Staten Island, N.Y.",,
TCU,D1,W,28,Emery Jean,F,Fr,,"Roanoke Rapids, N.C.",,
TCU,D1,W,30,Evie Baker,D,Jr,65.0,"Fort Worth, Texas",,FC Dallas
TCU,D1,W,31,Camden Cosich,D,Fr,,"Frankfurt, Ill.",,
TCU,D1,W,33,Grace Vest,F,So,72.0,"Kansas City, Mo.",,Sporting Blue Valley SC
TCU,D1,W,99,Eliza Collings,GK,Fr,,"Salt Lake City, Utah",,
Pittsburgh,D1,M,1,Jack Moxom,GK,Sr,,"Milwaukee, WI",,
Pittsburgh,D1,M,4,Ferran Baqué,D,So,,"Barcelona, Spain",,
Pittsburgh,D1,M,5,Niklas Soerensen,D,Jr,,"Thalwil, Switzerland",,
Pittsburgh,D1,M,6,Logan Oliver,M,Sr,,"Baltimore, MD",,
Pittsburgh,D1,M,9,Albert Thorsen,F,Sr,,"Drammen, Norway",,
Pittsburgh,D1,M,10,Miguel Bertran,M,Jr,,"Barcelona, Spain",,
Pittsburgh,D1,M,13,Josh Hardin,D,Sr,,"Seattle, WA",,
Pittsburgh,D1,M,15,Zahir Dyke,F,Sr,,"Kansas City, MO",,
Pittsburgh,D1,M,20,Grayson Carter,M,So,,"Boise, ID",,
Pittsburgh,D1,M,24,Gavin Wetzel,D,So,,"Chalfont, PA",,
Pittsburgh,D1,M,26,Anders Bordoy,M,Sr,,"New Kensington, PA",,
Pittsburgh,D1,M,27,Alex Hauskrecht,F,Sr,,"Pittsburgh, PA",,
Pittsburgh,D1,M,28,Santiago Ferreira,M,Sr,,"Cali, Colombia",,
Pittsburgh,D1,W,2,Mya Archibald,D,Sr,,"Fall River, Nova Scotia",,
Pittsburgh,D1,W,6,Mariama Dabo,M,Sr,,"Paris, France",,
Pittsburgh,D1,W,7,Sofia Doheny,F,Sr,,"Westmount, Montreal",,
Pittsburgh,D1,W,8,Lola Abraham,F,Jr,,"Oakmont, PA",,
Pittsburgh,D1,W,9,Lucia Wells,F,Sr,,"Pittsburgh, PA",,
Pittsburgh,D1,W,12,Sage Stelzer,D,Sr,,"Blue Bell, PA",,
Pittsburgh,D1,W,13,Maya Bruce,D,So,,"Kennett Square, PA",,
Pittsburgh,D1,W,14,Olivia Lee,D,Sr,,"Scarsdale, NY",,
Pittsburgh,D1,W,15,Adi Bianchin,F,So,,"Oakville, Ontario",,
Pittsburgh,D1,W,17,Hannah Minogue,M,So,,"Brambleton, VA",,
Pittsburgh,D1,W,18,Alia Jaidi,F,Sr,,"Casablanca, Morocco",,
Pittsburgh,D1,W,20,Celine Ottah,M,Sr,,"Aba, Nigeria",,
Pittsburgh,D1,W,21,Katie Zailski,D,Sr,,"Summerville, S.C.",,
Pittsburgh,D1,W,24,Katie Ellermeyer,M,So,,"San Diego, CA",,
Pittsburgh,D1,W,27,Adoo Philomina Yina,M,So,,"Makurdi, Benue, Nigeria",,
Pittsburgh,D1,W,28,Ellie Rowlands,M,So,,"Columbus, OH",,
Pittsburgh,D1,W,30,Sophie Rourke,D,So,,"Amherst, NY",,
Pittsburgh,D1,W,,Addison Roemer,GK,Jr,,"Leesburg, Va.",,
Pittsburgh,D1,W,,Claire Jones,D,Sr,,"Ridgefield, Wash.",,
Pittsburgh,D1,W,,Elli Johnson,GK,Fr,,"Fort Collins, Co.",,
Pittsburgh,D1,W,,Eden Jones,D,Fr,,"Pleasant Grove, UT",,
Pittsburgh,D1,W,,Talyn Guthrie,F,Fr,,"Edwardsville, IL",,
Pittsburgh,D1,W,,Weslee Istone-Haupt,,Fr,,"Suwanee, Ga.",,
Marshall,D1,M,3,Joao Alves,D,So,,Portugal,,
Marshall,D1,M,4,Thiago Apolinario,M,Sr,69.0,"Sao Paulo, Brazil",,
Marshall,D1,M,6,Nikita Pakhomov,M,Jr,76.0,"Kursk, Russia",,
Marshall,D1,M,8,Kirill Pakhomov,M,Sr,76.0,"Kursk, Russia",,
Marshall,D1,M,9,Gabriel Stevanato,F,So,,Brazil,,
Marshall,D1,M,10,Haruhi Taneda,F,Jr,67.0,"Saitama, Japan",,
Marshall,D1,M,12,Joao Roberto,F,Sr,70.0,"Santos, Brazil",,
Marshall,D1,M,13,David Cho,M,Fr,,"Incheon, South Korea",,
Marshall,D1,M,17,Luka Lukic,D,So,76.0,"Salzburg, Austria",,
Marshall,D1,M,19,Pedro Martins,F,Fr,,"Barrerio, Portugal",,
Marshall,D1,M,22,Emre Aydin,M,So,,"Berlin, Germany",,
Marshall,D1,M,23,Carl Romberg,F,Sr,69.0,"Werl, Northrhine Westfalia, Germany",,
Marshall,D1,M,30,Alvaro Alvarez,M,Jr,,Spain,,
Marshall,D1,M,43,Braian Amaro,D,Sr,73.0,"Sao Paulo, Brazil",,
Marshall,D1,M,47,Andrew Armstrong,F,Jr,72.0,"Pompton Lakes, N.J.",,
Marshall,D1,M,66,Ron Pressler,F,Jr,68.0,"Kaarst, Germany",,
Marshall,D1,M,77,Adam N'Goran,F,So,,"Gatineau, Canada",,
Marshall,D1,M,99,Alan Horrocks,GK,Sr,73.0,"Merlo, San Luis, Argentina",,
Marshall,D1,W,1,Emma Durand,GK,Jr,65,"Angers, France",,FC Nantes
Marshall,D1,W,3,Maria Chaves,D,Jr,65,"Lisbon, Portugal",,Sporting
Marshall,D1,W,8,Luiza Travassos,M,Sr,66,"Rio de Janeiro, Brazil",,Flumniense
Marshall,D1,W,10,Nicole Navarro,F,Sr,63,"Barcelona, Spain",,Espanyol
Marshall,D1,W,11,Geovanna Souza,F,So,65,"Goiania, Brazil",,Sunflower State FC
Marshall,D1,W,15,Lou Brossault,M,Sr,65,"Rennes, France",,CPB Bréquigny
Marshall,D1,W,16,Larissa Ozorio,M,Sr,63,"Belo Horizonte, Brazil",,Clube Atletico Mineiro
Marshall,D1,W,19,Lea Misch,M,Jr,64,"Halle (Saale), Germany",,RB Leipzig
Marshall,D1,W,24,Brooklyn McComas,M,Jr,64,"Monroe, Ohio",,Cincinnati United Premier
Marshall,D1,W,25,Madison Townes,D,Sr,66,"Aldie, Va.",,Va. Marauders
Marshall,D1,W,26,Luana Gusmao,M,So,65,"Rio de Janeiro, Brazil",,Flamengo
Marshall,D1,W,28,Marta Garcia,D,So,67,"Madrid, Spain",,Madrid CFF
Marshall,D1,W,32,Katie McCutcheon,GK,So,65,"Point Pleasant, W.Va.",,Eastern Elite Soccer Academy
Marshall,D1,W,,Giulia Lucarelli,D,Jr,68,"Rome, Italy",,S.S. Lazio
Marshall,D1,W,,Mara Terrazas,M,Fr,65,"Cancun, Mexico",,Pachuca
Marshall,D1,W,,Smilla Rehn,M,Fr,67,"Stockholm, Sweden",,IF Brommapojkarna
Marshall,D1,W,,Olivia Verbeet,D,So,73,"Den Haag, Netherlands",,ADO Den Haag Academy
Marshall,D1,W,,Delfina Lombardi,F,Jr,67,"Bahia Blanca, Argentina",,Instituto River Plate
Marshall,D1,W,,Florencia Saavedra,M,Jr,65,"Santiago, Chile",,Universidad Catolica
Marshall,D1,W,,Romina Olmedo,GK,Fr,67,"Montevideo, Uruguay",,Defensor Sporting Club
Marshall,D1,W,,Sol Toboada Martínez,D,Jr,66,"Barcelona, Spain",,FC Levante Badalona
Marshall,D1,W,,Isobel Young,M,Fr,64,"London, England",,Chelsea
Marshall,D1,W,,Aoi Kawabuchi,M,Jr,62,"Saitama, Japan",,Corsicana
Marshall,D1,W,,Julia Migacz,M,So,66,"Krzeszow, Poland",,SKP Bielawlanka Bielawa
Marshall,D1,W,,Wiktoria Mikrut,F,So,66,"Rzeszow, Poland",,Resovia Rzeszow
Marshall,D1,W,,Katia Cardaba,M,Sr,63,"Madrid, Spain",,Atletico Madrid
Marshall,D1,W,,Nerea Munoz,D,Sr,65,"Madrid, Spain",,Atletico Madrid
Marshall,D1,W,,Holly Tickle,D,So,66,"Preston, England",,Liverpool FC
Hofstra,D1,M,2,Anthony Grodzki,D,Fr,,"Old Bethpage, NY",,
Hofstra,D1,M,3,Baraka Kania,D,Sr,,"Brooklyn Park, MN",,
Hofstra,D1,M,4,Joel Bona,D,Sr,,"Barcelona, Spain",,
Hofstra,D1,M,6,Jack Benham,M,So,,"Kedron, Australia",,
Hofstra,D1,M,7,Bastian Carlman,F,So,,"Staffanstorp, Sweden",,
Hofstra,D1,M,8,James York,M,Fr,,"Melbourne, Australia",,
Hofstra,D1,M,11,Lewis Johnson,F,Jr,,"Milton Keynes, United Kingdom",,
Hofstra,D1,M,13,Milo Risenhoover,GK,Sr,,"Portland, OR",,
Hofstra,D1,M,15,Sean Keane,M,Sr,,"Blarney, Cork, Ireland",,
Hofstra,D1,M,16,Pietro Santi,D,Sr,,"Civitavecchia, Italy",,
Hofstra,D1,M,17,David Citron,M,Sr,,"Fontaine-le-Comte, France",,
Hofstra,D1,M,18,Jordan Hoey,M,Fr,,"Dromana, Australia",,
Hofstra,D1,M,20,Henri Poll,M,Jr,,"Cologne, Germany",,
Hofstra,D1,M,21,Marc Perkuhn,M,Jr,,"Munich, Germany",,
Hofstra,D1,M,22,Tristan Armani,D,So,,"New York, NY",,
Hofstra,D1,M,23,Ben Schulz,F,Fr,,"Berlin, Germany",,
Hofstra,D1,M,24,Axel Ruben,M,So,,"Tyler, TX",,
Hofstra,D1,M,25,Charlie Blair,M,Jr,,"Bayside, NY",,
Hofstra,D1,M,27,Patrick Staszewski,D,Fr,,"London, England",,
Hofstra,D1,M,28,Hayes Laibe,M,Fr,,"New Orleans, LA",,
Hofstra,D1,M,29,Ryner Boone,D,Fr,,"Downingtown, PA",,
Hofstra,D1,M,31,Lewis Matton,F,Sr,,"Weybridge, Surrey, England",,
Hofstra,D1,M,32,Rome Strongin,GK,Fr,,"Pasadena, CA",,
Hofstra,D1,M,33,Owen Haviland,M,So,,"Stony Brook, NY",,
Hofstra,D1,M,34,Lucas Menchaca Ruiz-Cuevas,D,So,,"Madrid, Spain",,
Hofstra,D1,M,35,Konstantinos Karageorgis,M,Fr,,"Astoria, NY",,
Hofstra,D1,M,36,Dylan Wauchope,F,Fr,,"East Meadow, NY",,
Hofstra,D1,M,39,Aidan GaNun,GK,Fr,,"Garden City South, NY",,
Hofstra,D1,W,0,Lilly Bailey,GK,Jr,,"Perth, Australia",,
Hofstra,D1,W,2,Kendyl Peterson,F,Sr,,"Kingston, MA",Exercise Physiology,
Hofstra,D1,W,4,Marika Svensson,M,Jr,,"Jaegerspris, Denmark",,
Hofstra,D1,W,8,Margaret Peterson,F,Sr,,"Malvern, PA",Criminology,
Hofstra,D1,W,9,Carly-Ann Dziewirz,F,Jr,,"Châteauguay, Quebec",Psychology,
Hofstra,D1,W,10,Amy Meadows,M,Sr,,"Cheshire, England",Management,
Hofstra,D1,W,13,Alexia Bromfield,M,Sr,,"Grand Cayman, Cayman Islands",Psychology,
Hofstra,D1,W,14,Hailey Moschitta,F,Jr,,"Farmingville, NY",Undecided,
Hofstra,D1,W,19,Sasha McTiffin,D,Sr,,"Manchester, England",Criminology and Sociology,
Hofstra,D1,W,23,Jessica Martin,D,So,,"Deer Park, NY",Education,
Hofstra,D1,W,28,Jadyn Hsu,F,So,,"Plainview, NY",Exercise Physiology,
Hofstra,D1,W,33,Alexia Des Croisselles,D,Sr,,"Boucherville, Quebec",,
Hofstra,D1,W,34,Jill Conlon,D,Sr,,"Merrick, NY",Finance,
Hofstra,D1,W,40,Emma Johnson,D,Jr,,"Redondo Beach, CA",Psychology,
Grand Valley State,D2,W,0,Macie Hunter,GK,Fr,,"White Lake, Mich.",,
Grand Valley State,D2,W,00,Addison Engle,GK,So,,"Pearland, Texas",,
Grand Valley State,D2,W,2,Alex Williams,D,Jr,,"Bingham Farms, Mich.",,
Grand Valley State,D2,W,3,Cole Lance,M,Fr,,"Fishers, Ind.",,
Grand Valley State,D2,W,4,Acadia Murphy,D,Jr,,"Dexter, Mich.",,
Grand Valley State,D2,W,5,Serene Sherman,D,Fr,,"Mechanicsburg, Pa.",,
Grand Valley State,D2,W,7,Amanda Palmer,F,Sr,,"Sterling Heights, Mich.",,
Grand Valley State,D2,W,8,Kacy Lauer,D,Sr,,"Lake Orion, Mich.",,
Grand Valley State,D2,W,9,Vesna Dennison,D,So,,"Saint Louis Park, Minn.",,
Grand Valley State,D2,W,10,Sophia Morgan,M,Sr,,"Ann Arbor, Mich.",,
Grand Valley State,D2,W,11,Madison Eisner,F,Sr,,"Erin, Ontario",,
Grand Valley State,D2,W,12,Sonya Mehta,M,Jr,,"Edmonton, Alberta",,
Grand Valley State,D2,W,13,Cora Conley,M,Fr,,"Milan, Mich.",,
Grand Valley State,D2,W,14,Adelyn Crowe,D,Fr,,"Bargersville, Ind.",,
Grand Valley State,D2,W,15,Kendall Aikens,F,So,,"Hudsonville, Mich.",,
Grand Valley State,D2,W,19,Sarah Fromm,F,So,,"Utica, Mich.",,
Grand Valley State,D2,W,20,Elianna Jeruzal,D,Fr,,"Ludington, Mich.",,
Grand Valley State,D2,W,21,Mackenzie Ford,D,Sr,,"Kalamazoo, Mich.",,
Grand Valley State,D2,W,22,Shea Douglass,D,Fr,,"Plymouth, Mich.",,
Grand Valley State,D2,W,23,Danielle Aitken,D,Jr,,"Highland Village, Texas",,
Grand Valley State,D2,W,24,Alli French,F,Jr,,"Schoolcraft, Mich.",,
Grand Valley State,D2,W,25,Chloe Wilmes,D,Jr,,"Lee's Summit, Mo.",,
Grand Valley State,D2,W,29,Ivy Wilhelm,F,Fr,,"Ann Arbor, Mich.",,
Grand Valley State,D2,W,30,Davanee Balczak,GK,So,,"Caledonia, Mich.",,
Grand Valley State,D2,W,31,Sara Csernyik,GK,Fr,,"Stow, Ohio",,
Colorado Mines,D2,M,1,Kiernan DiBella,GK,So,,"Mead, Colo.",Mechanical Engineering,Real Colorado Academy MLS Next
Colorado Mines,D2,M,2,Noah Bills,M,Fr,,"Broomfield, Colo.",Civil Engineering,Colorado Rapids ECNL
Colorado Mines,D2,M,4,Braedan Wallace,D,Fr,,"St. Louis, Mo.",Quantitative Biosciences & Engineering,Lou Fusz MLS Next
Colorado Mines,D2,M,5,Ashish Gurung,M,Fr,,"Albuquerque, N.M.",Quantitative Biosciences & Engineering,Real Colorado Academy MLS Next
Colorado Mines,D2,M,6,Hudson Waddell,M,So,,"Corvallis, Ore.",Mechanical Engineering,Oregon Premier FC
Colorado Mines,D2,M,10,Leo Santana,M,So,,"Houston, Texas",Civil Engineering,Capital City SC
Colorado Mines,D2,M,13,Cody O'Brien,F,So,,"Lee's Summit, Mo.",Computer Science,Union Kansas City ECNL
Colorado Mines,D2,M,14,Avi Levin,F,So,,"St. Louis, Mo.",Business Engineering & Management Science,St. Louis Scott Gallagher MLS Next
Colorado Mines,D2,M,29,J McGill,F,So,,"Coppell, Texas",Chemical Engineering,BVB ECNL
Colorado Mines,D2,M,36,Zach MacDonald,GK,Fr,,"Superior, Colo.",Mechanical Engineering,Real Colorado Academy MLS Next
Colorado Mines,D2,W,1,Brekyn Davenport-Murrish,GK,Fr,,"Rocklin, Calif.",Quantitative Biosciences & Engineering,
Colorado Mines,D2,W,2,Lauren Koehler,D,Fr,,"The Woodlands, Texas",Electrical Engineering,
Colorado Mines,D2,W,3,Gwen McAllister,D,So,,"Monument, Colo.",Quantitative Biosciences & Engineering,
Colorado Mines,D2,W,4,Gabby Herfindahl,D,Fr,,"Gretna, Neb.",Biochemistry,
Colorado Mines,D2,W,5,Gaby Guerrero,M,Sr,,"Bakersfield, Calif.",Mechanical Engineering,
Colorado Mines,D2,W,6,Izzy Sontheimer,M,Jr,,"Hummelstown, Pa.",Mechanical Engineering,
Colorado Mines,D2,W,7,Caelan DeBolt,F,So,,"Littleton, Colo.",Quantitative Biosciences & Engineering,
Colorado Mines,D2,W,8,Ariana Ahumada,M,Sr,,"Phoenix, Ariz.",Mechanical Engineering,
Colorado Mines,D2,W,9,Demi Woods,M,Fr,,"Lafayette, Calif.",Environmental Engineering,
Colorado Mines,D2,W,10,Bella Campos,F,Sr,,"Highland Village, Texas",Mechanical Engineering,
Colorado Mines,D2,W,11,Skyla Yu,M,Fr,,"Newcastle, Wash.",Civil Engineering,
Colorado Mines,D2,W,12,Shyla Kalpathy,M,Fr,,"Southlake, Texas",Quantitative Biosciences & Engineering,
Colorado Mines,D2,W,13,Sam Forde,M,Jr,,"Thousand Oaks, Calif.",Mechanical Engineering,
Colorado Mines,D2,W,14,Bella Torres,M,Fr,,"Lakewood, Colo.",Business Engineering & Management Science,
Colorado Mines,D2,W,15,Annelise Rojo,F,So,,"Fort Worth, Texas",Mechanical Engineering,
Colorado Mines,D2,W,16,Taylor Johnson-Balding,M,Fr,,"Grand Junction, Colo.",Computer Science & Electrical Engineering,
Colorado Mines,D2,W,17,Avery Kelley,D,So,,"Tomball, Texas",Quantitative Biosciences & Engineering,
Colorado Mines,D2,W,18,Veronica Weston,M,Fr,,"Santa Clara, Utah",Metallurgical & Materials Engineering,
Colorado Mines,D2,W,19,Natalie Rouse,D,Sr,,"Carlsbad, Calif.",Applied Mathematics & Statistics (B.S.) / Operations Research Nuclear Engineering (M.S.),
Colorado Mines,D2,W,20,Madisen Powers,F,Fr,,"Ames, Iowa",Electrical/Quantum Systems Engineering,
Colorado Mines,D2,W,21,Finley Ewald,M,Jr,,"Elmhurst, Ill.",Mechanical Engineering,
Colorado Mines,D2,W,22,Molly Elder,M,Fr,,"Spring, Texas",Chemical Engineering,
Colorado Mines,D2,W,23,Allyson Townsend,M,Jr,,"Katy, Texas",Mechanical Engineering,
Colorado Mines,D2,W,24,Haliya Jabel,M,Fr,,"Mission Viejo, Calif.",Business Engineering & Management Science,
Colorado Mines,D2,W,25,Carly Walter,D,So,,"Westminster, Colo.",Computer Science,
Colorado Mines,D2,W,26,Lindsay Jeans,F,Jr,,"Evergreen, Colo.",Mechanical Engineering,
Colorado Mines,D2,W,27,Lucy Hays,F,Fr,,"Beaverton, Ore.",Mining Engineering,
Colorado Mines,D2,W,28,Kate Hendrickson,D,Fr,,"San Diego, Calif.",Civil Engineering,
Colorado Mines,D2,W,29,Jordan Bowermaster,F,Jr,,"Lake Oswego, Ore.",Chemical Engineering,
Colorado Mines,D2,W,31,Keira Garcia,GK,Sr,,"Leander, Texas",Quantitative Bioscienes & Engineering,
Colorado Mines,D2,W,32,Addison Bailey,M,Fr,,"Anchorage, Alaska",Civil Engineering,
Colorado Mines,D2,W,33,Natalie Mezarina,F,So,,"Westminster, Colo.",Quantitative Biosciences & Engineering,
Colorado Mines,D2,W,35,Emma Thomas,GK,So,,"Olathe, Kan.",Chemical Engineering,
Saint Leo,D2,M,0,Dalton Houser,GK,Jr,,"Lakeland, Fla.",,
Saint Leo,D2,M,1,Pablo Bas Colomer,GK,Sr,,"Valencia, Spain",,
Saint Leo,D2,M,2,Erik Holmen,M,Jr,,"Milton, Ga.",,
Saint Leo,D2,M,3,Viktor Danielsson,D,So,,"Uppsala, Sweden",,
Saint Leo,D2,M,4,Christian Getsos,M,Fr,,"Richmond Hill, Ontario",,
Saint Leo,D2,M,5,Anel Crnac,M,Sr,,"Olafsvik, Iceland",,
Saint Leo,D2,M,6,Yuto Toyoizumi,M,Sr,,"Shizuoka, Japan",,
Saint Leo,D2,M,7,Jorge Perez Rosales,M,Fr,,"Las Palmas de Gran Canaria, Spain",,
Saint Leo,D2,M,8,Juan Jimenez,M,So,,"Panama City, Panama",,
Saint Leo,D2,M,9,Matt Donascimento,F,So,,"Woburn, Mass.",,
Saint Leo,D2,M,10,Juan David Hoffman,M,Jr,,"Panama City, Panama",,
Saint Leo,D2,M,11,Anel Rojas,F,Sr,,"Panama City, Panama",,
Saint Leo,D2,M,12,Fernando Dexheimer Fiuza,F,Fr,,"Winter Garden, Fla.",,
Saint Leo,D2,M,13,Nick Osygus,D,Sr,,"Wuppertal, Germany",,
Saint Leo,D2,M,14,Samuel Teixeira,D,Fr,,"Taguatinga, Brazil",,
Saint Leo,D2,M,15,Martin Foroe,D,So,,"Toten, Norway",,
Saint Leo,D2,M,16,William Gregory,D,Jr,,"Auckland, New Zealand",,
Saint Leo,D2,M,17,Luis Gaitan,F,So,,"La Chorrera, Panama",,
Saint Leo,D2,M,18,Adrian White,F,Fr,,"Brampton, Ontario",,
Saint Leo,D2,M,19,Rodolfo Iguala,M,Fr,,"Panama City, Panama",,
Saint Leo,D2,M,20,Yuto Komine,M,Sr,,"Yokohama, Japan",,
Saint Leo,D2,M,21,Josh Wokurka,D,Fr,,"Wesley Chapel, Fla.",,
Saint Leo,D2,M,22,Adam Yousfi,F,Sr,,"Dijon, France",,
Saint Leo,D2,M,23,Shotaro Kino,D,Sr,,"Moriya, Japan",,
Saint Leo,D2,M,24,James Knudson,GK,So,,"Bergen, Norway",,
Saint Leo,D2,M,25,Ryan Rosa,M,Fr,,"Wesley Chapel, Fla.",,
Saint Leo,D2,M,26,Evan Yockey,D,Fr,,"Tampa, Fla.",,
Saint Leo,D2,M,27,Patrice Yoann,F,Sr,,"Bielefeld, Germany",,
Saint Leo,D2,M,28,Alexei Leon - George,F,Fr,,"Wesley Chapel, Fla.",,
Saint Leo,D2,M,30,Ayoub Boumelala,M,Sr,,"Dijon, France",,
Saint Leo,D2,M,31,Lucas Blejer,,Fr,,"Buenos Aires, Argentina",,
Saint Leo,D2,M,33,Virgilio Escala,F,So,,"La Chorrera, Panama",,
Saint Leo,D2,M,34,Nicholas Sadorf,F,Sr,,"Palm Harbor, Fla.",,
Saint Leo,D2,W,0,Emma Guidotti,GK,So,,"Manalapan, N.J.",,
Saint Leo,D2,W,1,Sóley Làrusdóttir,GK,Fr,,"Mosfellsbær, Iceland",,
Saint Leo,D2,W,2,Ella Van Doren,M,Jr,,"New Port Richey, Fla.",,
Saint Leo,D2,W,3,Payten Gannon,F,Fr,,"Orlando, Fla.",,
Saint Leo,D2,W,4,Ane Buer,D,Fr,,"Lillestrøm, Norway",,
Saint Leo,D2,W,5,Sara Hansen,M,So,,"Lommendalen, Norway",,
Saint Leo,D2,W,6,Payton Gibney,F,Jr,,"Merritt Island, Fla.",,
Saint Leo,D2,W,7,Katherine Neves,F,Jr,,"Rio de Janeiro, Brazil",,
Saint Leo,D2,W,8,Kristina Arwady,F,Sr,,"Altamonte Springs, Fla.",,
Saint Leo,D2,W,9,Klara Fagerstroem,M,Fr,,"Södra Sandby, Sweeden",,
Saint Leo,D2,W,11,Olivia Schuck,F,Jr,,"Canton, Mich.",,
Saint Leo,D2,W,12,Agnes Johansson,M,Fr,,"Kållered, Sweden",,
Saint Leo,D2,W,13,Annika Schuller,M,Fr,,"Radolfzell am Bodensee, Germany",,
Saint Leo,D2,W,14,Hannah Spear,M,So,,"Monroe, N.J.",,
Saint Leo,D2,W,15,Ivana Johnson,F,Fr,,"Germantown, Tenn.",,
Saint Leo,D2,W,16,Tiana Mainella,M,So,,"Richmond Hill, Ont.",,
Saint Leo,D2,W,17,Samara Johnson,D,So,,"Columbus, N.J.",,
Saint Leo,D2,W,18,Evie Paget,D,Fr,,"Cheshire, England",,
Saint Leo,D2,W,19,Rhyanne Pascoe,D,So,,"Nottingham, England",,
Saint Leo,D2,W,20,Chayse McGirt,M,Sr,,"Vero Beach, Fla.",,
Saint Leo,D2,W,21,Roxie Fowler,D,Jr,,"London, England",,
Saint Leo,D2,W,22,Katja May,M,Sr,,"Halifax, England",,
Saint Leo,D2,W,23,Nola Johnson,M,Fr,,"Sanford, Fla.",,
Saint Leo,D2,W,24,Ainsley Meyer,M,Sr,,"St. Johns, Fla.",,
Saint Leo,D2,W,25,Ruari Dever,M,So,,"Amherst, Ohio",,
Saint Leo,D2,W,26,Chloe Froese,F,Fr,,"Winnipeg, M.B.",,
Saint Leo,D2,W,27,Jordan Mazzei,M,Fr,,"Largo, Fla.",,
Saint Leo,D2,W,28,Sophia Schlager,M,Sr,,"Weikersdorf, Austria",,
Saint Leo,D2,W,29,Ilaria Miclet,F,So,,"Primiero, Trentino Alto Adige",,
Saint Leo,D2,W,30,Claudia Gracia,M,Fr,,"California, Md.",,
Saint Leo,D2,W,32,Julia Gonsman,D,Sr,,"Pleasanton, Calif.",,
Saint Leo,D2,W,34,Marina Fernandez de Paz,F,So,,"La Fresneda, Spain",,
Saint Leo,D2,W,99,Megan Sodemann,GK,Sr,,"Waukesha, Wisc.",,
Rollins,D2,M,1,Max Walker,GK,Sr,,"Cold Ash, England",,
Rollins,D2,M,2,Jaden Splunge,D,So,,"Orlando, Fla.",,
Rollins,D2,M,3,Oli Benjamin,D,Fr,,"Elstree, United Kingdom",,
Rollins,D2,M,4,Conor Thomas,D,Jr,,"Fort Myers, Fla.",,
Rollins,D2,M,5,Jayden Fernandez,D,So,,"Kissimmee, Fla.",,
Rollins,D2,M,6,Diego Barcelos,F,Jr,,"Uberlandia, Brazil",,
Rollins,D2,M,7,Finlay Prain,F,Jr,,"Winter Garden, Fla.",,
Rollins,D2,M,8,Yousef Shakweer,M,Sr,,"Orlando, Fla.",,
Rollins,D2,M,9,Sebastian Alvarez,F,So,,"Medellin, Colombia",,
Rollins,D2,M,10,Pedro Lameiras,M,Sr,,"Rio de Janeiro, Brazil",,
Rollins,D2,M,11,Pablo Herrero,M,Sr,,"Murcia, Spain",,
Rollins,D2,M,12,Gabriel Ciffoni,D,Jr,,"Ft. Lauderdale, Fla.",,
Rollins,D2,M,13,Kiki Lubulu,M,So,,"Orlando, Fla.",,
Rollins,D2,M,14,Ivar Bjorgvinsson,M,So,,"Grafarvogur, Iceland",,
Rollins,D2,M,15,Tolu Junaid,F,So,,"London, England",,
Rollins,D2,M,16,Alejandro Vargas,M,So,,"Oldsmar, Fla.",,
Rollins,D2,M,17,Xavier Davis,D,Jr,,"Windsor Heights, Iowa",,
Rollins,D2,M,18,Karl Rimfeldt,D,So,,"Kongsvinger, Norway",,
Rollins,D2,M,19,Jakob Theuerkauf,D,Jr,,"Osnabruck, Germany",,
Rollins,D2,M,20,Tim Arnhold,M,Jr,,"Wiesbaden, Germany",,
Rollins,D2,M,21,Julian Hernandez,D,Fr,,"Lake Nona, Fla.",,
Rollins,D2,M,22,Pax Cortizas,M,Fr,,"Coral Gables, Fla.",,
Rollins,D2,M,23,William Sornin,F,Jr,,"Brussels, Belgium",,
Rollins,D2,M,24,Cory Edwards,F,So,,"Pembroke Pines, Fla.",,
Rollins,D2,M,25,Noah Tatlonghari,M,Sr,,"Orlando, Fla.",,
Rollins,D2,M,26,Rodrigo Ayala Omana,M,So,,"Caracas, Venezuela",,
Rollins,D2,M,27,Michael Garcia,D,Fr,,"Palestine, Texas",,
Rollins,D2,M,28,Robert Mills,D,Fr,,"Bexleyheath, United Kingdom",,
Rollins,D2,M,29,Joshua Hazlett,F,Fr,,"Littleton, Colo.",,
Rollins,D2,M,30,Oskar Miller,D,Fr,,"Fort Myers, Fla.",,
