school,division,gender,jersey,name,position,class_year,height_in,hometown,major,club_team
Union (NY),D3,M,24,Eamonn Kelley,M,So,,"Portland, Ore.",Economics,Portland City United SC
Union (NY),D3,M,25,Cauan Souza,M,Fr,,"Nova Lima, Brazil",Economics,
Union (NY),D3,M,26,Kofi Sarfoh,F,Fr,,"Latham, N.Y.",Political Science,NY Elite Alleycats FC (NAL)
Union (NY),D3,M,27,Luca Mazzilli,M,Fr,,"Cold Spring Harbor, N.Y.",Managerial Economics,NY HOTA Bavarians (NAL)
Union (NY),D3,M,29,Ian Robinson,M,Jr,,"Andover, Mass.",Economics,
Union (NY),D3,M,30,Brian Breslow,F,Sr,,"Poughkeepsie, N.Y.",Mechanical Engineering and Economics,Quickstrike FC
Union (NY),D3,M,31,Gavin Blake,F,Fr,,"Norwell, Mass.",Economics,Boston Bolts (NAL)
Union (NY),D3,M,35,Dmitri Wild-Arons,GK,So,,"Sleepy Hollow, N.Y.",Chemistry,BV Horsemen
Union (NY),D3,M,36,David Dolores,M,Fr,,"Port Chester, N.Y.",Electrical Engineering,FC Westchester (MLS Next)
Union (NY),D3,M,37,Quaide Clarke,M,Fr,,"Gettysburg, Pa.",Economics and Political Science,South Central PA Soccer Academy
Union (NY),D3,W,0,Maya Koster,GK,Jr,,"Farmington, Conn.",Biology,
Union (NY),D3,W,00,Brooke Rosenshine,GK,So,,"Westborough, Mass.",Mechanical Engineering,
Union (NY),D3,W,1,Rachel Berliner,GK,Sr,,"Westwood, Mass.",Managerial Economics,
Union (NY),D3,W,3,Grace Beazoglou,M,Sr,,"West Hartford, Conn.",Managerial Economics,
Union (NY),D3,W,4,Sydney Cuticelli,D,Jr,,"Wallingford, Conn.",Biomedical Engineering,
Union (NY),D3,W,5,Nicola Muldowney,D,Fr,,"Arlington, Va.",Biology,
Union (NY),D3,W,6,Kayla Coviello,F,Fr,,"Somers, N.Y.",Biomedical Engineering,
Union (NY),D3,W,7,Alayna Boileau,F,Sr,,"Branford, Conn.",Political Science,
Union (NY),D3,W,8,Taylor Bovardi,F,Jr,,"Boxford, Mass.",Economics,
Union (NY),D3,W,9,Anabelle Thomas,F,Sr,,"Rye, N.Y.",Neuroscience,
Union (NY),D3,W,10,Dakota Hebert,M,Fr,,"Pembroke, Mass.",Biochemistry,
Union (NY),D3,W,11,Delaney McNinch,M,Jr,,"Beverly, Mass.",Economics,
Union (NY),D3,W,12,Hannah Sams,M,Jr,,"Farmington, Conn.",Political Science,
Union (NY),D3,W,13,Belle Lazure,D,Fr,,"North Reading, Mass.",Neuroscience,
Union (NY),D3,W,14,Ashley Sheldon,D,Jr,,"Andover, Mass.",Psychology,
Union (NY),D3,W,15,Eliza Press,M,Fr,,"Scarsdale, N.Y.",Neuroscience,
Union (NY),D3,W,16,Vanessa Jorgensen,F,Sr,,"South Glens Falls, N.Y.",Mathematics,
Union (NY),D3,W,17,Emma Yeates,M,So,,"Minneapolis, Minn.",English,
Union (NY),D3,W,20,Summer McSweeney,D,So,,"Weston, Mass.",Liberal Arts,
Union (NY),D3,W,22,Maeve Moran,M,Fr,,"Wayland, Mass.",Liberal Arts,
Union (NY),D3,W,23,Sophia Surber,M,Sr,,"Deep River, Conn.",English,
Union (NY),D3,W,27,Anne Pearl,D,Sr,,"Plattsburgh, N.Y.",Environmental Geoscience,
Union (NY),D3,W,28,Gill Horvath,D,So,,"New Egypt, N.J.",Civil Engineering,
Union (NY),D3,W,33,Gillian Paseka,F,Jr,,"Ellington, Conn.",English and Environmental Policy,
Union (NY),D3,W,34,Julia Bancheri,M,So,,"Albany, N.Y.",Civil Engineering,
Union (NY),D3,W,35,Addison MacDonald,M,So,,"New Paltz, N.Y.",Neuroscience,
RIT,D3,M,1,Connor Cronin,GK,Sr,,,Mechanical Engineering Technology,Rochester Lancers
RIT,D3,M,2,James Kasuda,D,So,,,Biomedical Engineering,Maryland United
RIT,D3,M,3,Alejandro Ortega,D,So,,,Supply Chain Management & Global Business Administration,MACA FC
RIT,D3,M,4,Carson Bandel,D,So,,,Biomedical Engineering,Pateadores SC
RIT,D3,M,5,Mauricio Gonzalez,D,Sr,,,Industrial Engineering,Lincoln School
RIT,D3,M,6,Bryce Hoang,D,Sr,,,Exercise Science,Rochester Rhinos
RIT,D3,M,7,Roman Mironenko,F,So,,,Accounting,FC Tucson
RIT,D3,M,8,Adam Eastman,M,Jr,,,Human Centered Computing,New England FC
RIT,D3,M,10,Gabriel Zaninetti,M,Sr,,,Biomedical Engineering,Paimeiras
RIT,D3,M,11,Selorm Dake,M,Sr,,,Business Analytics,St. Paul Blackhawks
RIT,D3,M,12,David Brassie,M,Sr,,,Exercise Science,Rochester Rhinos
RIT,D3,M,13,Sebastien Mott,D,Fr,,,Electrical Engineering,Gwinnett Soccer Academy
RIT,D3,M,14,Chris Lee,M,Sr,,,MS Accounting and Analytics,Vaughn SC
RIT,D3,M,15,Moobin Kim,F,Fr,,,Business Exploration,Global Vision Christian School
RIT,D3,M,16,Constantine Santacrose,M,Fr,,,Finance,FC Dynamo ROC
RIT,D3,M,17,Idriss Diallo,F,So,,,MGIS,
RIT,D3,M,19,Tony Shin,D,Fr,,,Computer Engineering,Mississippi Rush
RIT,D3,M,20,Tate Pottle,M,Sr,,,Packaging Science,Baton Rouge Soccer Club
RIT,D3,M,21,Barry Duffy,M,Fr,,,Finance,Seacoast United MLS Next
RIT,D3,M,22,Gavin Culley,F,Jr,,,Management Information Systems,
RIT,D3,M,23,Jackson Mulford,M,So,,,Mechanical Engineering,RNY FC
RIT,D3,M,24,Callum Harvey,M,Fr,,,Chemical Engineering,Lehigh Valley United Rush
RIT,D3,M,25,Krzysztof Antiporowicz,D,Sr,,,Biomedical Engineering,Triboro United
RIT,D3,M,27,Adrian Sobczak,D,So,,,Physician Assistant,Boston Bolts USL Academy
RIT,D3,M,28,Daniel Sucato,M,Jr,,,Industrial Design,Dallas Texans SC
RIT,D3,M,30,Kristian Dobbek,GK,So,,,Accounting,STA
RIT,D3,M,31,Owen Hallagan,GK,So,,,Mechanical Engineering,United SC
Rochester,D3,M,0,Salvador Castañeda,GK,Jr,,"Austin, TX",Physics,
Rochester,D3,M,2,Josh Perez,M,So,,"Centennial, CO",Mechanical Engineering,
Rochester,D3,M,5,Mikey Burke,D,Sr,,"Greenville, SC",Economics,
Rochester,D3,M,7,Milos Bisenic,M,Sr,,"Nis, Serbia",Computer Science,
Rochester,D3,M,9,Alessio Cristanetti-Walker,M,Sr,,"Wilmington, DE",International Relations,
Rochester,D3,M,13,Daniel Steinacher,D,Sr,,"Williamsville, NY",Mathematics/Financial Economics,
Rochester,D3,M,15,Matt Pochtar,M,Jr,,"Pittsford, NY",Financial Economics,
Rochester,D3,M,16,Grant Farrill,D,Jr,,"Kensington, MD",Business,
Rochester,D3,M,17,Pasquale Carusone,M,Jr,,"Princeton, NJ",Business,
Rochester,D3,M,19,Sebastian Ballesteros,M,So,,"Houston, TX",Finance,
Rochester,D3,M,20,Geoffrey Davis,D,So,,"Amston, CT",Finance,
Rochester,D3,M,21,Andrew Schilling,M,Sr,,"New York, NY",Business,
Rochester,D3,M,22,Charles Bragg,D,Jr,,"Ridgefield, CT",Business,
Rochester,D3,M,24,Will Fallona,F,Sr,,"Scarborough, ME",Business,
Rochester,D3,M,25,Kyle Wong,D,So,,"New York, NY",Business,
Rochester,D3,M,26,David Garcia,F,So,,"Ashburn, VA",Chemistry,
Rochester,D3,M,27,Keaton Levine,D,So,,"Oceanside, NY",Accounting,
Rochester,D3,M,28,Brennan Franklin,D,So,,"Warrington, PA",Finance,
Rochester,D3,M,31,Jasper Danielian,M,So,,"New York, NY",Undeclared,
Rochester,D3,M,32,Johnny Makula,F,Jr,,"Rochester, NY",Finance,
Rochester,D3,M,,Noah Barger,GK,Fr,,"Springfield, VA",Mechanical Engineering,
Rochester,D3,M,,Finley Basobas O'Carroll,,Fr,,,,
Rochester,D3,M,,Jonah Beers,,Fr,,,,
Rochester,D3,M,,Van Dietrich,,Fr,,,,
Rochester,D3,M,,Jared Golden,,Fr,,"Morganville, NJ",Engineering,
Rochester,D3,M,,Aidan Hartman,GK,Sr,,"Broomfield, CO",Data Science,
Rochester,D3,M,,Tomoki Hirayama,,Fr,,,,
Rochester,D3,M,,Lucas Lee,,Fr,,"San Ramon, CA",Finance,
Rochester,D3,M,,Jonathan Moskowitz,,Fr,,,,
Rochester,D3,M,,Kenneth Nishioka-Bridges,,Fr,,,,
Rochester,D3,M,,Nico Ranieri,,Fr,,"Maplewood, NJ",Finance,
Rochester,D3,M,,Mateo Stremi,,Fr,,,,
Rochester,D3,M,,Inigo Vila,,Fr,,,,
Rochester,D3,W,0,Eleni McGuire,GK,So,,"Edina, MN",,
Rochester,D3,W,3,Sydney Holmes,F,Sr,,"Severna Park, MD",,
Rochester,D3,W,4,Maya Bravo,M,Sr,,"Gainesville, VA",,
Rochester,D3,W,5,Gabi Chioccola,D,Sr,,"Briarcliff Manor, NY",,
Rochester,D3,W,6,Claire Baim,F,Jr,,"Glenview, IL",,
Rochester,D3,W,7,Lauren Blanch,M,Sr,,"Lansdale, PA",,
Rochester,D3,W,8,Chauner Clausing,M,Sr,,"Katy, TX",,
Rochester,D3,W,9,Maria Petrakis,D,Jr,,"Wilmette, IL",,
Rochester,D3,W,10,Natalie Santangelo,F,Jr,,"Alexandria, VA",,
Rochester,D3,W,11,Remi Cherkas,D,Jr,,"Voorhees, NJ",,
Rochester,D3,W,13,Hannah Nagashima,M,Jr,,"Torrance, CA",,
Rochester,D3,W,14,Megan Anderson,D,Jr,,"Lithia, FL",,
Rochester,D3,W,15,Baila Kessler,D,So,,"Ridgefield, CT",,
Rochester,D3,W,16,Haidi Schoenberger,F,So,,"Galena, OH",,
Rochester,D3,W,18,Delia McMullen,F,So,,"Allentown, PA",,
Rochester,D3,W,19,Femke Laudy,M,So,,"Fircrest, WA",,
Rochester,D3,W,20,Nicole Matute,D,So,,"Central Islip, NY",,
Rochester,D3,W,21,Jane Mueller,M,So,,"Cleveland Heights, OH",,
Rochester,D3,W,22,Addi Verdon,M,Sr,,"Moseley, VA",,
Rochester,D3,W,24,Natalie Maye,M,Sr,,"Newtown Square, PA",,
Rochester,D3,W,25,Ava Schmidt,M,So,,"Vestal, NY",,
Rochester,D3,W,27,Eileen Harvey,D,Sr,,"Vienna, VA",,
Rochester,D3,W,29,Alyssa Doody,F,Jr,,"Webster, NY",,
Rochester,D3,W,30,Claudia Ferreira,D,Jr,,"Gillette, NJ",,
Rochester,D3,W,,Kate Cunningham,,Fr,,,,
Rochester,D3,W,,Addison Davis,,Fr,,"Escondido, CA",,
Rochester,D3,W,,Zoe Haynes,,Fr,,,,
Rochester,D3,W,,Izzy Makosch,,Fr,,"Ithaca, NY",,
Rochester,D3,W,,Sienna Moss,,Fr,,"Chappaqua, NY",,
Rochester,D3,W,,Stella Van Arsdale,,Fr,,"Scarsdale, NY",,
Rochester,D3,W,,Madeline Waffner,,Fr,,"Williamsville, NY",,
Gettysburg,D3,M,0,Topher Kelley,GK,Fr,,"New Hope, Pa.",,
Gettysburg,D3,M,00,Owen Allen-Worrall,GK,Jr,,"Baltimore, Md.",,
Gettysburg,D3,M,1,Sean Kennedy,GK,Sr,,"Cinnaminson, N.J.",,
Gettysburg,D3,M,2,Diallo Cowan,F,Fr,,"Stratford, Conn.",,
Gettysburg,D3,M,3,Tae Won Lillig,D,Jr,,"Chicago, Ill.",,
Gettysburg,D3,M,4,Joseph Morales,M,Sr,,"Potomac, Md.",,
Gettysburg,D3,M,5,Cole McCartney,D,Sr,,"Voorhees, N.J.",,
Gettysburg,D3,M,7,Athi Msiza,F,Sr,,"Gauteng, South Africa",,
Gettysburg,D3,M,8,Max Williams,M,So,,"Montclair, N.J.",,
Gettysburg,D3,M,9,Dylan Capazario,F,So,,"Johannesburg, Gauteng, South Africa",,
Gettysburg,D3,M,10,Noah Holgado,F,Sr,,"Middletown, Del.",,
Gettysburg,D3,M,11,Michael Sack,F,Jr,,"Bryn Mawr, Pa.",,
Gettysburg,D3,M,12,Ean Malay,M,Jr,,"Exeter, N.H.",,
Gettysburg,D3,M,13,Max Brown,D,Jr,,"Durham, N.C.",,
Gettysburg,D3,M,14,Jake Gonzalez,M,Sr,,"Oakland, N.J.",,
Gettysburg,D3,M,15,Liam Hedinger,D,So,,"Charlotte, N.C.",,
Gettysburg,D3,M,16,Drew Clark-Bolt,M,Fr,,"Issaquah, Wash.",,
Gettysburg,D3,M,17,Tommy Myers,F,Sr,,"Rockville, Md.",,
Gettysburg,D3,M,18,Ian Selvaraj,M,So,,"Parkland, Fla.",,
Gettysburg,D3,M,19,Grant Daigle,F,So,,"Avon, Conn.",,
Gettysburg,D3,M,20,Gianluca LeBlanc,F,Jr,,"Pipersville, Pa.",,
Gettysburg,D3,M,21,Josue De Leon Sabala,F,Jr,,"Santo Domingo, Distrito Nacional, Dominican Republic",,
Gettysburg,D3,M,22,Patrick Gannon,D,Jr,,"Rockville, Md.",,
Gettysburg,D3,M,23,James Blake,M,Jr,,"Chester Springs, Pa.",,
Gettysburg,D3,M,24,Sebastian Arbogast,M,Jr,,"West Wardsboro, Vt.",,
Gettysburg,D3,M,25,Sam Whitney,D,Fr,,"East Greenwich, R.I.",,
Gettysburg,D3,M,26,Logan Maingot,M,Fr,,"Diego Martin, Trinidad and Tobago",,
Gettysburg,D3,M,27,Evan Weinstein,D,Jr,,"Hoboken, N.J.",,
Gettysburg,D3,M,28,Noah Eggers,F,Fr,,"Duxbury, Mass.",,
Gettysburg,D3,M,29,Julius Rigo,M,Fr,,"Coatesville, Pa.",,
Gettysburg,D3,M,30,Sergio Neto,F,So,,"Brasilia, Brazil",,
Gettysburg,D3,M,31,Finn Hoefer,F,Fr,,"New York City, N.Y.",,
Gettysburg,D3,M,32,Daniel Dashkevich,F,Fr,,"Nutley, N.J.",,
Gettysburg,D3,M,33,Cameron Linnington,M,Fr,,"Ridgewood, N.J.",,
Gettysburg,D3,M,34,Sullivan Clancy,D,Fr,,"West Hartford, Conn.",,
Gettysburg,D3,M,35,Dylan Vengoechea,F,Fr,,"Newtown Square, Pa.",,
Gettysburg,D3,M,37,Bernardo Camino Garcia,F,So,,"Santo Domingo, Dominican Republic",,
Gettysburg,D3,M,99,James Anroman,GK,So,,"Morristown, N.J.",,
Swarthmore,D3,W,0,Sofie Aird,GK,Jr,,"Wilmington, Del.",Economics/Computer Science,
Swarthmore,D3,W,00,Eva Boudreau,,Fr,,,,
Swarthmore,D3,W,1,Dahlia Bedward,GK,Sr,,"Columbia, Md.",Biochemistry,
Swarthmore,D3,W,2,Ava Gizzie,F,Jr,,"New Canaan, Conn.",Medical Anthropology,
Swarthmore,D3,W,3,Halle Fenkner,D,Jr,,"Kirkland, Wash.",Neuroscience,
Swarthmore,D3,W,4,Aimee Lee,D,So,,"Belle Mead, N.J.",Economics/Political Science,
Swarthmore,D3,W,5,Charlotte Sims,D,Jr,,"Chicago, Ill.",Psychology/Economics,
Swarthmore,D3,W,6,Sophia Kral,M,So,,"Tokyo, Japan",Neuroscience (Minor in Engineering),
Swarthmore,D3,W,7,Anwen Reed,F,So,,"Falls Church, Va.",Biology/Political Science,
Swarthmore,D3,W,8,Liesel Blau,M,Jr,,"Dana Point, Calif.",Biochemistry,
Swarthmore,D3,W,9,Stella Saad,F,Fr,,"Rumson, N.J.",Bioengineering and Neuroscience,
Swarthmore,D3,W,10,Jordan Vrees,M,Fr,,"Lincoln, R.I.",Economics,
Swarthmore,D3,W,11,Lauren Lior,F,Jr,,"Fairfield, Conn.",Architectural Studies/Environmental Studies,
Swarthmore,D3,W,12,Charlotte Carleton,F,Jr,,"Bloomfield Hills, Mich.",Neuroscience/Economics,
Swarthmore,D3,W,13,Macie Mangini,M,Sr,,"Scottsdale, Ariz.",Economics/Computer Science,
Swarthmore,D3,W,14,Isabella Specchierla,F,Sr,,"Los Angeles, Calif.",Environmental Studies/Psychology,
Swarthmore,D3,W,15,Sydney Ross,F,So,,"Evanston, Ill.",Economics,
Swarthmore,D3,W,16,Zoe Finelli,D,Fr,,"Wilmington, N.C.",Engineering,
Swarthmore,D3,W,17,Kate Anderson,M,Fr,,"Tampa, Fla.",Pre-Major,
Swarthmore,D3,W,18,Lillian Jarmosevich,D,Fr,,"Charlotte, N.C.",Biology,
Swarthmore,D3,W,19,Haley Lewinski,D,So,,"Ambler, Pa.",Pre-Major,
Swarthmore,D3,W,20,Eleanor Shanholtzer,M,Fr,,"Pittsburgh, Pa.",Cognitive Science,
Swarthmore,D3,W,21,Nicole Jensen,M,So,,"Sao Paulo, Brazil",Economics/Computer Science,
Swarthmore,D3,W,22,Celia Kanellakos,M,So,,"Chatham, N.J.",Linguistics,
Swarthmore,D3,W,23,Lucy Aronsohn,M,Fr,,"Chicago, Ill.",Pre-Major,
Swarthmore,D3,W,24,Eloise Franz,D,Sr,,"Barcelona, Spain",Economics,
Swarthmore,D3,W,25,Aminah Evans,D,So,,"Woodside, Calif.",Economics,
Swarthmore,D3,W,26,Bela Odhiambo,D,Fr,,"Austin, Texas",Biology,
Swarthmore,D3,W,27,Lauren Roche,D,So,,"Chicago, Ill.",Educational Studies,
Swarthmore,D3,W,29,Callie Stoltz,D,Sr,,"Phoenixville, Pa.",Engineering/Environmental Studies,
Swarthmore,D3,W,30,Mia Daniel-Morales,M,Fr,,"Quarryville, Pa.",Pre-Major,
Swarthmore,D3,W,98,Lila Travers,GK,Sr,,"Ithaca, N.Y.",Computer Science/Peace & Conflict Studies,
Swarthmore,D3,W,99,Paige Scheinberg,GK,So,,"Orinda, Calif.",Psychology,
Rio Grande,NAIA,M,00,Nicholas Bezama,GK,Fr,,"West New York, N.J.",,
Rio Grande,NAIA,M,0,Mateusz Sakaue,GK,Fr,,"São Paulo, Brazil",,
Rio Grande,NAIA,M,1,Alec McLachlan,GK,Sr,,"Stockport, England",,
Rio Grande,NAIA,M,2,Jeremy Sharp,D,Sr,,"Roseville, Mich.",,
Rio Grande,NAIA,M,3,Igor Goncalves,D,Jr,,"Almada, Portugal",,
Rio Grande,NAIA,M,4,Markus Pusztahegyi,D,Sr,,"Kitchener, Ontario",,
Rio Grande,NAIA,M,5,Antonio Biggs,D,Sr,,"Kingston, Jamaica",,
Rio Grande,NAIA,M,6,Bjorn Nikolajewski,D,Sr,,"Berlin, Germany",,
Rio Grande,NAIA,M,7,Jad Benjelloun,M,Jr,,"Weston, Fla.",,
Rio Grande,NAIA,M,8,Julian Jakopovic,M,Sr,,"Stuttgart, Germany",,
Rio Grande,NAIA,M,9,Gabin Thomelier,F,Jr,,"Rennes, France",,
Rio Grande,NAIA,M,10,Takuto Kawase,M,Jr,,"Kashiwa, Japan",,
Rio Grande,NAIA,M,11,Xavi Abeijon,F,Fr,,"Millington, N.J",,
Rio Grande,NAIA,M,12,Ivar Nå Aga,D,Sr,,"Odda, Norway",,
Rio Grande,NAIA,M,13,Travis Thompson,F,Fr,,"Garden City, N.Y",,
Rio Grande,NAIA,M,14,Ank Nibogora,F,Sr,,"Kitchener, Ontario",,
Rio Grande,NAIA,M,15,Guilherme Gomes,M,Fr,,"São Paulo, Brazil",,
Rio Grande,NAIA,M,16,Luca Fargnoli,F,So,,"North Bellmore, N.Y.",,
Rio Grande,NAIA,M,17,Mateusz Marciniak,F,So,,"Linden, N.J.",,
Rio Grande,NAIA,M,18,Gabe Smyth,M,So,,"Calgary, Canada",,
Rio Grande,NAIA,M,19,Andrew Porucznik,M,Fr,,"Mahwah, N.J",,
Rio Grande,NAIA,M,20,Diego Vásquez,D,Jr,,"Concepción, Chile",,
Rio Grande,NAIA,M,21,Jayden Montgomery,M,Fr,,"Tomball, Texas",,
Rio Grande,NAIA,M,22,Dylan Gugin,M,Fr,,"Dix Hills, N.Y",,
Rio Grande,NAIA,M,23,Jorian Michelis,M,Fr,,"Saddle River, N.J.",,
Rio Grande,NAIA,M,24,Charlie Joyce,M,Fr,,"Metuchen, N.J",,
Rio Grande,NAIA,M,25,Jack Guerin,F,Fr,,"Weehawken, N.J",,
Rio Grande,NAIA,M,26,Kaief Tomlinson,M,So,,"Hicksville, N.Y.",,
Rio Grande,NAIA,M,27,Bradyn Cobb,M,So,,"Mt. Pleasant, S.C.",,
Rio Grande,NAIA,M,28,Damian Halat,D,Fr,,"Elmwood Park, N.J",,
Rio Grande,NAIA,M,29,Dušan Ranisavljevic,F,Fr,,"Gornji Milanovac, Serbia",,
Rio Grande,NAIA,M,30,Godwin Partey,D,Sr,,"Accra, Ghana",,
Rio Grande,NAIA,M,31,Amari Thompson,GK,Sr,,"Brooklyn, N.Y.",,
Rio Grande,NAIA,M,,Lohkoah Paye,D,Fr,,"Canton, Conn.",,
Rio Grande,NAIA,W,0,Kayla Bower,GK,Sr,,"Lincoln Park, N.J.",,
Rio Grande,NAIA,W,00,Gianna Pietrafesa,GK,Fr,,"Wynantskill, N.Y.",,
Rio Grande,NAIA,W,1,Ava Voynovich,GK,Fr,,"Roslyn Heights, N.Y.",,
Rio Grande,NAIA,W,2,Nora Basile,F,So,,"Rockville Centre, N.Y.",,
Rio Grande,NAIA,W,3,Julia Lombardo,M,So,,"Tuxedo Park, N.Y.",,
Rio Grande,NAIA,W,4,Hope Van Tuyle,F,Jr,,"Leesburg, Va.",,
Rio Grande,NAIA,W,6,Juliana Dane,M,Jr,,"Watertown, Conn.",,
Rio Grande,NAIA,W,7,Sia Bharadwaj,M,So,,"San Ramon, Calif",,
Rio Grande,NAIA,W,8,Samantha Goldberg,M,So,,"Woodbury, N.Y.",,
Rio Grande,NAIA,W,9,Julia Rollison,D,Fr,,"Leesburg, Va.",,
Rio Grande,NAIA,W,10,Jaylen Vallecillo,F,So,,"Queens, N.Y.",,
Rio Grande,NAIA,W,11,Daniela Monzon,M,Sr,,"Levittown, N.Y.",,
Rio Grande,NAIA,W,13,Stephanie Cornelius,M,So,,"Pittsburgh, Pa.",,
Rio Grande,NAIA,W,14,Nia Derodel,D,So,,"Dix Hills, N.Y.",,
Rio Grande,NAIA,W,16,Taryn Madsen,D,Fr,,"Lakeville, Mass.",,
Rio Grande,NAIA,W,17,Leana Ruiz,M,So,,"Massapequa Park, N.Y.",,
Rio Grande,NAIA,W,19,Daisy Burt,D,So,,"Newcastle, England",,
Rio Grande,NAIA,W,20,Erin Palmeri,D,Fr,,"West Islip, N.Y.",,
Rio Grande,NAIA,W,21,Janelle Sylvestre,M,Jr,,"Hamilton, Ontario, Canada",,
Rio Grande,NAIA,W,22,Kailey McCormick,M,Jr,,"Mineola, N.Y.",,
Rio Grande,NAIA,W,23,Leah Anand,D,So,,"Leesburg, Va.",,
Rio Grande,NAIA,W,24,Lauren Spence,D,So,,"Eatontown, N.J.",,
Rio Grande,NAIA,W,25,Carly Schuler,M,Fr,,"Massapequa, N.Y.",,
Rio Grande,NAIA,W,26,Abby Fitzmaurice,D,Jr,,"Philadelphia, Pa",,
Rio Grande,NAIA,W,27,Maya Terwilliger,M,So,,"Mystic, Conn.",,
Rio Grande,NAIA,W,28,Julianna Bivona,D,So,,"Rockville Centre, N.Y.",,
Rio Grande,NAIA,W,30,Alina Lagace,M,Fr,,"Latham, N.Y.",,
Rio Grande,NAIA,W,33,Snæfríður Eva Eiríksdóttir,D,Jr,,"Reykjavik, Iceland",,
Rio Grande,NAIA,W,35,Telma Steindórsdóttir,D,Jr,,"Kópavogur, Iceland",,
Indiana Wesleyan,NAIA,M,0,Callum Donnell,GK,So,,"Jackson, Tenn.",,
Indiana Wesleyan,NAIA,M,1,Kadin Wolfe,GK,Sr,,"Danville, Calif.",,
Indiana Wesleyan,NAIA,M,2,Islam Houssni,D,So,,"Rabat, Morocco",,
Indiana Wesleyan,NAIA,M,3,Erick Vanzela,D,Fr,,"Jose Bonifacio, Brazil",,
Indiana Wesleyan,NAIA,M,4,Richard Llanes,D,So,,"Miami, Fla.",,
Indiana Wesleyan,NAIA,M,5,Cole Little,D,Sr,,"Indianapolis, Ind.",,
Indiana Wesleyan,NAIA,M,6,Diego Aldana,M,So,,"Guatemala City, Guatemala",,
Indiana Wesleyan,NAIA,M,7,Mariano Chaves,F,Fr,,"Rio de Janeiro, Brazil",,
Indiana Wesleyan,NAIA,M,8,Guzman Trigo,M,Jr,,"Montevideo, Uruguay",,
Indiana Wesleyan,NAIA,M,9,Jameson Neill,F,Fr,,"Indianapolis, Ind.",,
Indiana Wesleyan,NAIA,M,10,Jose Garcia,M,Sr,,"Puerto Montt, Chile",,
Indiana Wesleyan,NAIA,M,11,Yarek Carnegie,F,Jr,,"Manchester, Jamaica",,
Indiana Wesleyan,NAIA,M,12,Bryan Medina,D,Fr,,"Ligonier, Ind.",,
Indiana Wesleyan,NAIA,M,13,Sam Goodin,D,Jr,,"Pittsboro, Ind.",,
Indiana Wesleyan,NAIA,M,14,Taha Houssni,F,Sr,,"Rabat, Morocco",,
Indiana Wesleyan,NAIA,M,15,Lake Vander Ploeg,M,So,,"Holland, Mich.",,
Indiana Wesleyan,NAIA,M,16,Isaiah Arredondo,M,Jr,,"Holland, Mich.",,
Indiana Wesleyan,NAIA,M,17,Javier Enciso,D,Jr,,"Warsaw, Ind.",,
Indiana Wesleyan,NAIA,M,18,Tyce Glover,M,Jr,,"Grand Rapids, Mich.",,
Indiana Wesleyan,NAIA,M,19,Kai Haskell,M,Fr,,"Johannesburg, South Africa",,
Indiana Wesleyan,NAIA,M,20,Eliass Elfasoukhi,M,So,,"Bouznika, Morocco",,
Indiana Wesleyan,NAIA,M,21,Max Lock,M,Fr,,"Indianapolis, Ind.",,
Indiana Wesleyan,NAIA,M,22,Don-Alain Habimana,D,Sr,,,,
Indiana Wesleyan,NAIA,M,23,Diego Palma,M,Sr,,"Santiago, Chile",,
Indiana Wesleyan,NAIA,M,24,Leonardo Costa,D,Sr,,"Alberdaria dos Doze, Portugal",,
Indiana Wesleyan,NAIA,M,25,Will Sandlin,D,So,,"Fishers, Ind.",,
Indiana Wesleyan,NAIA,M,26,David Masha,D,So,,"Abilene, Texas",,
Indiana Wesleyan,NAIA,M,27,Camilo Pereda,D,Fr,,"Montevideo, Uruguay",,
Indiana Wesleyan,NAIA,M,28,Seth Kallem,F,Jr,,"Greencastle, Ind.",,
Indiana Wesleyan,NAIA,M,29,Connor Clark,D,Fr,,"Plainfield, Ind.",,
Indiana Wesleyan,NAIA,M,30,Gieson Njehia,M,Fr,,"Nairobi, Kenya",,
Indiana Wesleyan,NAIA,M,31,Vaios Papadoudis,GK,Sr,,"Neumuenster, Germany",,
Indiana Wesleyan,NAIA,W,0,Emily Miller,GK,Fr,,"Wakarusa, Ind.",,
Indiana Wesleyan,NAIA,W,1,Avery Sluss,GK,Jr,,"Adrian, Mich.",,
Indiana Wesleyan,NAIA,W,3,Dylan Gonzalez,M,So,,"Gilbert, Ariz.",,
Indiana Wesleyan,NAIA,W,4,Anna Pettitt,D,Jr,,Fishers. Ind.,,
Indiana Wesleyan,NAIA,W,5,Faithlyn Bennett,M,Fr,,"Fort Wayne, Ind.",,
Indiana Wesleyan,NAIA,W,6,Avery Williams,F,Fr,,"Newark, Ohio",,
Indiana Wesleyan,NAIA,W,7,Jada Swanson,F,Sr,,"Elkhart, Ind.",,
Indiana Wesleyan,NAIA,W,8,Aliyah Denton,M,Jr,,"Rockford, Mich.",,
Indiana Wesleyan,NAIA,W,9,Sydney Couch,M,Jr,,"Roanoke, Ind.",,
Indiana Wesleyan,NAIA,W,10,Julia Tiemann,D,Jr,,"Bright, Ind.",,
Indiana Wesleyan,NAIA,W,11,Alexa Walter,M,Fr,,"Elkhart, Ind.",,
Indiana Wesleyan,NAIA,W,12,Carlie Grosser,F,Fr,,"Cincinnati, Ohio",,
